Community,Class
cute barista at thunderbird coffee in big glasses Manor ,0
Nose Ring and a Smile Brodie @ William Cannon ,0
Seen you walking your dog down 5th st Coffeyville ,0
Lady at Brookshire Bothers in Lago Vista Lago Vista ,0
You are needing help with your cat Mt Summit ,0
You were in the self checkout at Walmart Cookeville ,0
Kroger gas station on Broadway near Fulton HS Knoxville ,0
Girl who ad XL melons to share west burbs ,0
Amazon Delivery Girl - Sat Dec 2 Lakewood/Green Mountain ,0
girl with bedazzled head band at the bar Yuma/foothills ,0
"Airdropped selfie at fashion outlets food court Rosemont, IL ",0
"James, aka JB. Missing our weekend trips. Saint Charles ",0
Costco Dark Haired Beauty Dec 1 Hayden Rd Scottsdale ,0
Daniel who helped me push my car Idaho Falls ,0
Looking for guy from Archer Ave bar SW side ,0
Female Drummer of Band outside New York Casino Strip ,0
Played & baked by the lake city of chicago ,0
We exchanged pleasant words at Walmart Checkout Castle Rock ,0
"Looking for Wayne, has military memorabilia collection Sun City ",0
Looking for ride to GR can pay gas Muskegon ,0
Jessica at Fitz & Bonds 80's Glam Dream Girl ,0
white jeep kwik trip buckeye rd madison east side ,0
Today 11/30 Donut Shop - Gorgeous Brunette Port Acres ,0
Pretty Latina at Marble Front Maverik at 1230 Caldwell ,0
Are you the one that was at Walmart Dekalb ,0
Looking for Carla / hair caught/estate sale Ann Arbor ,0
To the woman I delivered doordash to tonight Columbus ,0
Walmart Grocery Chambers & Illif pretty black lady Aurora ,0
Are you the guy that wanted a haircut? Austin ,0
Crystal the lady who does hair in bentonville Bentonville ,0
On my back like my shirt Near Rock Road ,0
woman on flight savannah to midway city of chicago ,0
Dave off browns ln lost your email St Mathews ,0
John from Planet Fitness 83rd Ave and LPP Arrowhead ,0
Cold and snowy Day in Iowa City Iowa City ,0
Ashley ‘M’ is your name Peoria / NW Valley ,0
Black Nurse at ER in Texas City Texas City ,0
Older Bismarck Man Looking For Older Male Friend Bismarck ,1
ATV with your dogs In the middle of nowhere ,0
Need A new friend to hang out with Rogers ,0
Portland guy in AZ visiting family in 2019 Scottsdale ,0
"Talking Stick - Dec. 26, 2020 Salt river fields ",0
woman at Peter Piper Pizza on 7th ave/Osborn Phoenix ,0
"TONY, Kroger, Sawmill Pkwy & Powell Rd. Powell, Ohio ",0
Come rewatch UGA play ALA with me Warner Robins ,0
Where do people go to meet around here Youngstown ,0
Beautiful woman at Smith's buying petrol on Thanksgiving. Ogden ,0
Looking for a specific accountant Conway / Little Rock ,0
Couple looking for another female to play Martins Ferry ,1
Saw you at the VA Hospital today Johnson City ,0
Thrift store lady shopper Fri. SW 89 & Penn. ,0
Blonde in Red ranger on Fishtrap lake road kalispell ,0
need toy expert near olive branch ms olive branch ,0
Looking for Nate in piqua / troy area piqua ,0
The woman in the red Hyundai Santa Fe Aurora ,0
"Maroon jeep, Arco on Coffee Pot in Sedona Sedona ",0
A word in edgeways w 4 m St George ,1
Lady Ball State alumni at Sundial pool Sun City ,0
2 weirdos looking to play weird rock (indie/noise/punk) Lansing ,0
"Young guy in, 04 Chevy Silverado. Chino Valley, AZ ",1
Looking for Amy who moved from Livonia Michigan Rosharon ,0
"Looking for my Blue Ridge friend Blue Ridge, GA ",0
"Looking for Dennis, childhood friend from rollercade Byron Center ",0
‘Cuban’ woman at 1492 Cuban Café city of chicago ,0
Brad over 60 missed you Boulder City Boulder City ,0
We said good morning to each other Washington utah ,0
"421 Food Lion Cashier Boone, NC - Deep Gap ",0
Circle k by 410 next to skateland west Marbach ,0
Sweet lady at Circle K across from Target Huntsville ,0
Pretty black woman at Family Dollar yesterday New Brighton ,0
Steve from the chairlift at Winter Park Winter park ,0
miss the guys i have met in Angola Angola ,0
Looking for beautiful Indian woman from Food Basics Sarnia ,0
"the delivery guy in my area Eureka Springs, AR ",0
We Saw you at Home Depot in Temple Moody ,0
Big Yellow Motorcycle - My name is Red Sandy ,0
Looking for the cute girl at the bar Gaylord ,0
Dufner's deli / Nov 13 / your dad Plymouth ,0
Girl near the Trader Joe’s on Great Hills Austin ,0
Gh open today till son gets off work Bismarck ,0
ALDI GROCERIES HWY 92 WOODSTOCK LAST THURSDAY !!! WOODSTOCK ,0
Lost weenie dog at park down town Santa Fe ,0
Gal in Rockies jersey getting gas at Sinclair Academy/Constitution ,0
Was that you at the bookstore today Terre Haute ,0
Attractive woman at Walmart yesterday in Logansport 975N1000East Logansport ,0
Missing my old male connections Sv whet her ben ,0
Purple Hair by Margaret Hunt Hill Bridge Trinity Groves ,0
Yard guy that used to come downtown Baton rouge ,0
Joyce from Windjammer apt Fm 1959 Dixie Farm Road ,0
"To C D Dennis in Church Hill Kingsport, Tenn. ",0
Handsome Man With Bicycle on Route 105 Las Vegas ,0
Still trying to find a guy named Bill. Cadillac ,0
Just a guy Missing the old Craigslist ladies Pocatello ,0
Looking for my old Wednesday night fishing friend Anywhere ,0
Lyft Ride from WBL to West End St. Paul ,0
Senior Lady at Kokoro Tonight S. Colorado Blvd. Denver ,0
To the cool person driving black Miata Northeast heights ,0
Much Of A Muchness F 4 M Rapid City ,1
Two lost souls swimming in a fish bowl Downtown ,0
Husky traveling from Denver to Austin 10/29 Austin Bergstrom ,0
big black guy at HEB gas station spring branch ,0
"Balloon Booth?? Las Vegas, Oakey & Torrey Pines 1",0
Wobble baby girl on Dirty 6th Halloween night Austin ,0
Feeling empty because my dear friend moved away. Columbia ,0
Nice woman at Lunds/Byerlys Friday evening White Bear Township ,0
U were a girl w/a little something extra NE ,0
I moved you into your house in yukon Yukon ,0
Are you the hairy armpit's Hottie I saw? Nashville ,0
Fleet Farm - buff bearded dude East Green Bay ,0
C if you see this come find j Missoula ,0
Talked to you in front of South High Cheyenne ,0
Tuesday at goodwill in meridian Fairview and locust grove ,0
Older man at Epic Laundromat by Regis University Denver ,0
It was your birthday at Olive Garden Live Oak ,0
Older Gent looking for older lady friend Princeton M.N. ,0
Dark skin man. At gym. Perfect Santa fe nm ,0
"Woman in black shorts, bare feet on Pearl Boulder ",0
Black hair ponytail white shirt tan pants Walmart Arden ,0
Sunday morning at Another Broken Egg Madison Hwy 72 ,0
young lead guitarist at dt bar North Las Vegas ,0
Lets talk about how things used to be DeKalb ,0
Until the Cows Come Home F 4 M Kirksville ,1
Wanting to reconnect with lost friends Montgomery co jville ,0
Older gentleman at Cricket store in Sloans Lake Wheatride ,0
Trying to get a hold of Michelle B Phx ,0
Any ladys party and like to go fast? Charleston ,0
looking for someone to talk to maybe meet quitman ,0
Older man looking for older female for friends Lawrence ,1
Late lunch in onalaska around 2:30 PM today Onalaska ,0
Older gentleman offering to assist older female El Dorado/Wichita ,0
Recovering from Knee Surgery- Seeking Walking /Hiking Partner Sayner ,0
Looking for someone to hang out with El Dorado/Wichita ,0
Paintball team looking for indoor facility to practice Boise ,0
Plumber looking to fix any broken pipes Dodge City ,0
Looking for deer hunting buddy Muncie Anderson surrounding area ,0
Looking for indoor tennis hitting partner during winter. Verona ,0
looking for one woman for writing assistance wichita falls ,0
Is there any mobile Taco trucks in Bentonville? Bentonville ,0
"Someone that enjoys puzzles, games, movies and hangout Bonham ",0
AKC French Bulldog (2 y/o female) Glory Belle Forsyth,0
"Thomaston Rd,, start. me -up,and turn me-way on Macon",0
Man Seeks Makeup Assistance for a Night Out Dallas,0
??BORED at HOME??LoNeLy GiRl ??HOOkUpp Time PlayyY?? manhattan 11/,1
Seeking tennis partners in or around Leavenworth Downtown Leavenworth,0
"Beautiful fall at the mountains, any f Blowing rock ",1
You halted by my place and jo before me,0
This world is cray cray! Lets have some fun!,0
Show me what you local boys are all about!,0
Sensuous Seductress Ready to Take You on a Journey,1
Now i'm All What An individual Trying to find,0
No drama or Games.. Lets Just have some fun,0
"Moline, Rock Island, Silvis, Hampton, East Moline, Davenport, Bdorf",0
"Looking for ski, snowshoeing, ice fishing female activity partner",0
Looking for female friend or couples for this weekend,1
Just your average hopeless romantic with a dirty mind,1
In Search of the Missing Piece of My Heart,0
Im the only real girl left on here lol,1
i will be not scared of LABELLISÉ BASSE CONSOMMATION,0
I got the curves you crave! Lets chill: ),1
I am the realest girl you will ever met!,1
I am the honest gurl you will ever meet!,1
I am the girl you have been searching for!,1
"Hilarious Heatwave, Flirty Frenzy Cheeky and Charming, Comic Chemistr",0
Hello! You are ready for enjoy the time !,0
Hellhouse - Blue Inflatable suit man seeks dancing woman,0
Guy visiting Salina. You know any good restaurants? Bars?,0
Guess what? Ive got a little secret to share...,0
"Enigmatic Elixir, Intoxicating All Who Encounter Enigmatic Elixir, In",0
"Can't believe I'm doing this, but here we go",0
Can you help show me around this boring town?!,0
"Beutifull 30 year young Female AduLt fun 24 hours,,,",1
Anyone wants to take this 32yo chick out tonight?,1
Any nice men want to take this girl out?,1
Any drama free peps want to get a drink?,0
A Captivating Smile and a Twinkle in Her Eyes,0
30 yr white female looking for a man tonight,1
24 yr white female looking for a man tonight,1
21y/o~~~~Cute girl wants to give bj..!!....... 21y/o~~~~Cute girl wan,1
~!~! 36 years old fite F Let's play ~!~!,1
~!~! 32 years old fite F Let's play ~!~!,1
~!~! 26 years old fite F Let's play ~!~!,1
~!~! 24 years old fite F Let's play ~!~!,1
$LoNeLy GiRl WaNtS mOrE fUn AnY tImE pLayyyY????????  11,1
Woman that was with her daughter at Starbucks West valley ,0
Pretty blonde lady at Walmart service center Woodmen and powers ,0
I would luv to connect wit an older F Forney ,1
"I can feel it coming,,, in the air tonight Zeeland ",0
Girl out side north lewis Qt locked out car Tulsa ,0
Jesee the TS in phoenix 12th st and camelback rd ,0
Tara... AA Flight 3645 to DFW Friday Dec.1 2023 Peoria ,0
Looking for my old friend off of Hwy 47 Rhinelander ,0
We missed our meeting at Walmart that night Evanston Wyoming ,0
Spreading holiday fundraiser with a Hit Chocolate kick off. Westfield ,0
Lady that wanted to make Christmas cash Irvine to Richmond ,0
Costco in Gilbert 12/2 - By the artichoke hearts Gilbert ,0
Looking for the couple that was staying around Athens area ,0
miss the guys i have met on Sundays Fort Wayne ,0
We used to meet up on 7th Street Road Louisville ,0
Side by Side 4X4 ride in the desert Fort Mohave ,0
Sat at the same table for coffee today S Austin ,0
Riding bike at Albertsons & 34th Street Russell & 34th ,0
Hey you at 7-Eleven 67th ave and olive west valley ,0
"Tasha we met at the club friday and Sat Duluth,mn ",0
Chubby hottie at Dierbergs self checkout Mattis and Tesson Ferry ,1
We used to play dress up together. city of chicago ,1
You were looking for the Rutan entrance... Central and Hillside ,0
Big beard red line toward 95th Red Line near Belmont ,0
"Lost my friend, Trying to find a new one Corydon ",0
"I'm looking for an old friend, Mark Spivak! Fort Collins ",0
Military guy in Uniform offered vehicle help Panama City Beach ,0
Pretty women working out at 530 on blalock Spring branch ,0
Sunglasses and Fry's San Tan - Combs and Gantzel Rd ,0
Tonight (11/22) Pei Wei 67th Ave & 101 west valley ,0
"Renee Crystal Lake, Algonquin, Lake Geneva Algonquin or Crystal Lake ",0
Beautiful girl from Florida walking by Sahara casino Las Vegas ,0
Looking for you if you were Target Downtown Eau Claire ,0
Iowa DOT Blonde w/ Black & White Cowboy boots Coralville ,0
Iso odd jobs need to make money for Christmas Evansville ,0
Washing Your SUV San Tan Valley / Combs & Gantzel ,0
"Girl in white car, looking back at me Grant rd ",0
"Where’s my Plus size F, I’m in town Twin falls ",1
Bbw at the go car wash on William cannon Austin ,0
You- My driver who wanted 2 go 2 90s Minneapolis ,0
Missed you at the Sheraton on Canal Street New Orleans ,0
Looking for a female friend I lost ur number Perrysburg ,1
"Seeking the older, dominant man I was chatting with Aurora ",1
I imagine you were a little cold this morning georgetown ,0
Meijer - Frozen Food - Hashbrowns for Thanksgiving White Lake ,0
Short haired woman at the laundromat this morning S. University ,0
Looking for my old friend in Eau Claire… Eau Claire ,0
M looking for F to get down with Martins Ferry ,1
Where are all of my old friends. Orange / Beaumont ,0
Shiny puffer vest on Town Lake Town Lake - Riverside ,0
Pretty brunette woman at Frys today 19th Ave and Glendale ,1
Looking for Mo and ChiChi from Royal Oak Allen Park ,0
you were a very nice person Gregory!! Salt Lake City ,0
Met you at Walmart at Troup & the Loop Tyler ,0
Looking for a partner to put our tools together Cookeville ,1
Gorgeous Woman that stopped by my table - Ram Meridian ,0
Friendly guy w/ turquoise at Ace Lomas and San Mateo ,0
Mind Ones Ps and Qs w 4 m Little Rock ,0
"New to area, older guy, looking to make friends beach ",0
"You were a gorgeous trans, but I was busy SLC ",0
ricks cabaret redhead cashier front door buffet day french quarter ,0
"Hot tub at the Hampton Inn in Sandy, SLC Lillington ",0
Guy that was fishing on the bank beside me Ocoee ,0
Mom helping daughter ring shop at bridal show today Denver ,0
I picked up your tab at bay Area Restaurant Webster ,0
you: driving car pulled over playing drum and bass Atlanta ,0
"Looking for Melissa, meet you at Zaragoza bridge El paso ",0
Looking for girls who are looking for work Stony mountain ,1
Free Personal Training for a man 70-100lbs overweight Las Vegas ,0
ABQ / SANTA FE travel buddy ALBUQUERQUE / SANTA FE ,0
Anyone interested in mountain bike ride at Denton trails Denton ,0
Pedicab Co looking for part time - Flexible French Quarter/CBD/Marigny ,0
Wanted Senior Female for Female Gym Buddy Morristown TN Morristown ,1
"The Mob Museum this Thursday, free ticket Las Vegas Downtown ",0
Need 5th player for RP game (Dnd / pathfinder) Hammond ,0
(Wm4 )Lookin to apply for strss relief( f ) Zachary ,1
Looking for couple to walk with plano area north DFW ,1
Looking for someone to hang out with for weekend Missoula ,0
Looking for walking friend in Henderson 50 to 70 Henderson ,0
"Looking in Douglas, McNeal and Elfrida McNeal and surrounding area",0
Any baduk/weiqi/go players in the area? Sundo? North central Iowa,0
Willing to work 20 hours for free any ajob Lebanon ,0
Tantalizing Vixen Ready to Take You on a Thrill Ride,0
Sultry Siren Ready to Make You Weak in the Knees,0
Ready to hang with the realest girl you ever met?,0
Ready to find someone who can make me feel special,0
Ready to find someone who can make me feel loved,0
Ready to find someone who can make me feel desired,0
Ready for the The realest chick you will meet today!,1
Ready for some fun and adventure with the right guy,1
"Playful and Provocative, Ready to Keep You Guessing Bewitching Beauty",1
"Not your typical girl, but I promise I'll surprise you",1
No drama mamma here! Just looking for some chill fun,1
"Long dark hair, hoodie, on laptop at TacoBell on National",0
"Let's get lost together, but not in a creepy way",0
Just your average girl next door with a wild side,0
"Just a small town girl, living in a lonely world",0
I have a bet with my sister.. can you help?,0
Can you handle the realest girl you will find here?,1
"Bold and Beautiful, Ready to Sweep You Off Your Feet",0
Anyone Meet UPS$ B00000red Girl Free SeXX Needed Any Place????  ,1
Alluring Temptation with a Devilish Grin Exquisite Delight Awaiting a,1
"Adero Scottsdale - March 2023 - Miss Ft Worth CINCINNATI, OH ",0
You were a mom at the Dollar General in Sparta Sparta ,0
lady buying soft drinks to go with take out north Austin#a ,0
I am looking for friend to hang out with Pleasant Hill ,0
Here for a short time not a long time Casa Blanca ,0
bang for fun is a cop mining emails ft smith flagger ,0
Mrs. Pierce wish i could see you again Mall of Abilene ,0
looking for a fiber splicer and an aerial foreman grand junction ,0
$500.00 REWARD to locate Kay form Garden Ranch YMCA Colorado Springs ,0
Epoch Coffee Female in Maroon Scrubs 11/29/23 Austin - North Loop ,0
"Girl at Casey’s in New Prague at 7:15 New Prague, MN ",0
Buscando a mi joven amigo. Looking for my young buddy. LAREDO ,0
I (M) keep running into you (F) in the Woodlands Woodlands ,1
Looking for a female friend lets hang out?? Johnson city 1,1
looking for some to join me at blue mountain Kitchener Waterloo ,0
Saw you at Kwik Shop on 4th aK61 in Hutchinson Hutchinson ,0
Talked on Washington and Marquette While Walking to the Bus Minneapolis ,0
Looking for fit guys to stop by my private gh Huntington ,1
im a no label woman looking for a woman Avondale Estates ,0
Peace sign at the Exxon (Sunny's) on South Lamar (m4m) Zilker ,0
"Younger hispanic or Italian guy inTruck at 4th and Greenwood, Pueblo ",0
Looking for a friend of mine Danny Corinth to Muscle shoals ,0
To the pretty blonde girl on bus 9 today South Bend ,0
Lakebottom Park - You said you liked what you saw Columbus ,0
Any dad figures able to teach younger guy woodshop skills? Huntington ,0
"Very Nice to Meet you Mr K, made my day Broussard ",0
Long shot Looking for old friend in north hill North hill ,0
Gorgeous Latina in line at Mint Dispo 10/29 I-17 & Northern ,0
"You complimented my totally normal glasses at Celtic Creamery Hendersonville, NC ",0
"S, we first met at the San Marcos River San Marcos ",0
want to connect to the cat lady from the store Chamberino ,0
Sun. 10/22 Dunn Brothers - We Almost Talked(?) F4M Grand Ave. ,1
"We flew from Chicago to Denver on Monday, October 23rd. Durango ",0
Guy working front counter at Perkins Golden Valley Golden Valley Minnesota ,0
"Trans in yellow yoga outfit walking beltline Elizabeth st, five points ",0
Looking for a buddy from class last spring bowling green k ,0
Would love a group to come see us tonight Coshocton county ,1
You came back to gas station Lewis Center meijer gas station ,0
Fit man to help woman to work out and stretch Kalispell ,1
Any well off men looking for young woman to date/court? Memphis ,1
Looking for male workout partners looking for only m fun Salina ,1
Chess Practice for Tournaments Lower Valley / Near Riverside High School ,0
looking for older senior women and men for winter talk Aberdeen ,0
Looking for a older female freind to smoke and chill Madisonville ,1
Looking for a lady with a dog for walking St George ,1
Male seeking Male Activities Partner Social Engagement BR Gonzales Denham Gonzales,1
Stay at home dad looking for a stay at home friend,0
Seeking someone who's not afraid to be a little bit weird,1
Looking for someone who's not afraid to get a little dirty,1
Looking for someone who can handle my puns and dad jokes,1
Ive got a week off and looking for some new experiences,0
"I'm a workaholic, but I'll make time for the right person",0
"I'm a hot mess, but at least I'm honest about it",0
Cute woman at Chevelle/Three Days Grace St. Louis Music Park 9/20/23,0
32yo Fresh and fun chick in need of a tour guide!,1
Looking for beautiful African American woman I saw at Meijers Bay City ,0
Missing my African American friend off Cheyenne and Jones North Las Vegas ,0
Blonde walking out of tractor supply just a bit ago . Odessa ,0
We met in boulder at 28th st mall 28th street mall boulder ,0
Did you rehome two Cockatiels And a Budgie around July 2022? Manitowoc ,0
U of M - cute girl by Coffman Union University of Minnesota ,0
Flight from ABQ to Houston with Beautiful Ecuadorian Women Airport in Albuquerque ,0
Beautiful Spanish woman at Cumberland farms who flirted with her eyes Pensacola ,0
"just moved to the area, looking to make friends Panama City Beach ",0
"Female Waitress at Texas Roadhouse at Gateway El paso TX, @ gateway ",1
Pretty Lady at Texas Road House Bar 820/Beach street 11/20 Fort Worth ,1
Middle aged woman I saw at gym earlier doing squats Katy ish ,0
Guy looking for the younger guy who helped me with Spanish Pueblo ,1
We used to meet up for drinks in north Phoenix North Phoenix ,0
Still need help with that hole in my BACKYARD Shoals tuscumbia Florence ,0
3 years ago you manscaped me at the closed spa northside chicago ,0
Are you the lady who used to visit me in Donelson Donelson ,0
Sexy lady that work nights at circle k near walmart La Vargne ,1
Lady at the LA Grange community center 11/4 skate night LA Grange ,0
"Leslie, I didn't drive the golf cart at Blue Angels... NAS Pensacola ",0
karma to the women who ripped of an 85 mother central/south phx ,0
Lost your email and number for fishing trip Lynn Haven Southport area ,0
“Beta” dog. Home Depot Frisco Woman With Recently Neutered “Beta” Dog Richardson ,0
Saw you at QuikTrip on 8th street at 4:30 today wi rapids ,0
You told me it was your last day at your job Farragut ,0
We talked on water st at brat you wanted pods Eau claire ,0
You gave me a picture you took of the boat Lake Pleasant ,0
Looking for lady to hang out with and have fun El Dorado/Wichita ,1
SENORITA latina LOO KING TO LEARN TO PLAY baseball city of atlanta ,0
Looking for racquet ball or pickle ball near Park City Park City ,0
Bicycling Florida Keys or Hike Bright Angel Trail on Grand Canyon Westerville ,0
Need a Personal Trainer Motivational Trainer Diamondhead - Pass Christian - BSL ,0
Intermediate level guitarist looking for other musicians to play with Oak lawn ,0
"Looking for VIP ticket to Birds of Prey Race Beaver Creek, CO ",0
Looking for workout/activity partner near Walnut Creek Park Walnut Creek / Scofield,0
"Looking for someone to join me for local events, workouts, etc. DULUTH",0
Looking for someone to go to a few haunted houses with CHARLOTTE ,0
Who wants to exchange pix with a real down to earth chick?,0
"I'm a lover, not a fighter, but I will fight for love",0
I keep it real and need a chill guy to hang with,0
"e Sultry Temptress with a Lusty Aura Enchanting Beauty, Ready to Conqu",0
30 yrs old depleted woman home Alone a huge load of time,0
avoiding a Missed Connection and the regret Verde Garden 1011 La Rue St ,0
Where are you? You were the beautiful Asian female at Dotty’s LAS VEGAS ,0
Looking for a girl to go with me to shverport Louisiana casino Lufkin ,0
Looking for a friend who likes to hang out with male friends!! Arlington ,1
Thin Girl who smiled back at me Smiths or Harmons Grocery 700 east ,0
Tuesday 11/21 - We talked at an Orthopedic/Clinic waiting room Chicago - Southloop ,0
"At Strack's in Cedar lake check out around 5 pm, 10/16 Cedar lake ",0
Looking for chopped or un chopped wood for fire place Santa Fe n.m ,0
looking for 41 y old brunette at doctor office on 22nd st george ,0
Wal-Mart / Harbor Fright Rainy day 11.18 Albuquerque NE Heights J.T. and Manuel ,0
"Beautiful Turquoise Eyes woman at In-N-Out Burger in S. Eastern Ave , Henderson ",0
Cute brunette at the National bank of Arizona in camp verde Camp Verde ,0
Young guy looking to have a good time with older women El Paso ,1
Girl driving in a yellow Mini Cooper on i24 going south direction Nashville ,0
The young lady at the vape shop on flamingo and decatur Las Vegas ,0
"Hiking recommendations Hello everybody, im looking to see when its the best mountai ",0
IN NEED OF WORK ELK CITY and surrounding area with in 25 miles,0
Looking for a guy who can make me laugh and make me blush,0
Do you see the value in br?Ast pLAy? I'M 2- - 7 F,1
"Beautiful Brown Haired Girl at Aldi in Winona, MN today at around 2:30pm Winona ",1
"Have you met a man in a white Benz????? Garden city, north end, pembina ",0
The lovely woman who gave me her train pass at O'Hare this morning Chicago ,0
"shirtless jogger covered in tattoos running with dog southbound on AW GRIMES, Round Rock ",0
"If you wish we connected, chat with me on Playboy for free Las Vegas ",0
"Allison/Alison - you came to the bar I worked at in Philadelphia Houston, TX ",0
Bald Man walking dog on Harrells ferry Would like to chat Baton Rouge Denham ,0
Beautiful smiling girl in a car on Woodland and Holly East Nashville East Nashville ,0
Howdy new to town - looking for new friends to so me around Duncanville ,0
Need a ride to Vegas video will pay for us both In fort Scott ,0
You don’t really consider you can meet females on here any longer do y,0
You can’t honestly think the posts on here are from a real girl lookin,0
36 year old cross dresser looking for older man for companioship el paso east side ,1
"Blond guy - you on W 36th, have two dogs and drive a mini Mpls ",0
To the nice lady who slipped me a 20 at the Goodwill in Crestview Crestview ,0
"Adult card games or lunch club, daytime New Baltimore 22 mile & Gratiot or surrounding ",0
"Safeway, then a park and a poem. Late July a few years ago Ft. Collins ",0
"Looking for a woman that wants to have a fun time Tuscumbia, Muscle shoals, Florence ",0
looking for the guy i knew that worked at the post office downtown north dayton ,0
who wants to have some adult naughty fun tonight or early this morning? Fort Pierre ,1
You witnessed a collision in Traverse City on Oct. 27 at Mutual Gas Traverse City ,0
"Seeking Xbox Gamers for Co-op Adventures - Ark, GTA 5, The Division 2 Forest Park ",0
"female and dog need a warm place to stay tonight in billings . Billings, southside ",0
Ive got a week off and looking for some new experiences Who is up for,0
"I'm a hot mess, but at least I'm honest about it Don't let the innoce",0
Met a nice woman last year down by the pool at Port O'Call in December Logansport ,0
blue Fiat 500 (I think) with tiny dog sticking his head out the widnow New Orleans ,0
any younger dude or dudes $$ wanna com over off broadway ave on w hale st,1
Cute girl with reddish or purplish hair on Blue Line Wednesday evening Chicago - Damen Blue Line ,1
F wanting to chat ,1
Bowler looking for full or part-time Farmington Hills,0
Vlogging dallas ,0
Have very nice rooster Seminole ,0
100% Lonely Divorce Girl FresH pusY $?xX Needed Any Time????? 27,1
Sure could use a ladies help ,1
Get in shape Nashville ,0
Christmas Ride Nashville ,0
R€ady fresh pussyy B00000red Femaleeee? Need Beeed PartneR????? 45,1
First TimEEE??New Femalee needed free XxxX?? 52,1
OlderMisoyoungerF for planned Activity Washington Twp MI ,1
Lady for company Blairmore ,1
In town for work Tempe,0
A room for the night Jefferson city,0
Texting friends staunton,0
looking moline,0
Morrrning///Afternoon f$unnnn central/south phx ,0
Offering first Time ..Need b!g. central/south phx ,0
Cleaning help ,0
Friendship Hartford ,0
a friend is good. Lafayette ,0
Looking for someone to watch movies with..hot cocoa and a big candy ca Topeka ,0
Meet New People HENDERSON ,0
Nurse *(((F4M)))* a maleEeee ,1
First TimEEEEE fff ,1
White female 33yrrrrrr...... ,1
Help with winter wood N side ,0
".,,,,JusTT Chill & FunNN,,,,,,, ",0
Daytime female activity partner Yukon ,1
Available now lookingg............. ,0
First TimEEEEE ff ,0
Morning cold loveeeee?? ,0
F avAAAilable nighhhts and TTTTTTT..... ,1
100% real_H00t_ m00mmyyyy??? ,1
100% real_H00t_ m00mmyy??? ,1
First TimEEEEE fff ,1
Lets hang out ,0
Voy-eur-ism Midland ,0
???? Ypsilanti 5 ,0
workout buddy ,0
Drinks Birmingham ,0
Decent people who can write clearly? ,0
Puzzles and Coffee @ a Bookstore PENSACOLA,0
Attractive Guy in Gunnison Gunnison/CB,0
Looking for a female workout partner CALHOUN,1
Mid 50's male 4 F Brandon / Manitoba,1
looking for a SB Female Lawrence,1
Holidays a time for giving Muscle shoals,0
Day time lady Destin,1
Travel and Walking partner HNL Wichita,0
Pickle Ball west Knox.,0
Work Gray,0
Christmas caroling Lansing,0
Yellow and white rain Baton Rouge,0
Older man looking for older female for friends Lawrence,1
Chore/Study Partners Rosemont,0
Late lunch in onalaska around 2:30 PM today Onalaska,0
Older gentleman offering to assist older female El Dorado/Wichita,1
Looking for lady to hang out with and have fun El Dorado/Wichita,1
Game playing Lubbock,0
Free Chair McKinney,0
Looking for video editing person Carrollton,0
Firewood delivery to mature housewives Huntsville,0
Looking for Richard Sweeney park,0
Hiking buddy Syracuse,0
Exercise partner Bloomington,0
Loves truck stop perry Perry ok.,0
who's wanting to hang out... Wichita,0
AM WALKS/HIKES? Hurley/Ironwood/Bessmer,0
Truth or Dare? Want to play Lexington,0
Looking for that Lonely Female Friend West Monroe,1
Walking pal Purcell,0
Golf buddy Clinton Iowa,0
Hunting buddies Ripley,0
Workout Friend kalispell,0
Female company for road trip today Attalla,1
Senior male Spartanburg,0
M for F Activity Partner Marietta,1
Older Male Looking For Female Partner Alexandria,1
Work out CD Salt Lake City,0
White oak posts needed Meridian,0
Herpes in Wyoming? Wy,0
"Seeking Xbox Gamers for Co-op Adventures - Ark, GTA 5, The Division 2 Forest Park",0
Hello looking for friends Northwest ohio,0
Workout partner Pleasant Hill,0
Anybody can teach me swimming city of chicago,0
tennis players Northeast heights,0
Looking for female friend ,1
Last night in Casper Casper,0
Male friends Sedalia,1
New to area. Happy holidays! St. Joseph,0
"we met 1 yr ago Columbus ,georgia",0
Looking to find a friend Van Buren,0
Work out partner. Around,0
Watch game ,0
Workout Partner @ Crunch Norman,0
Group activities ,0
Let's Talk Trumann,0
Gun show helper East liverpool,0
Any well off men looking for young woman to date/court? Memphis,1
Female activity partner wanted NE Alabama,1
Looking to get into Baking Grand Junction,0
Man near 61st and Yale tulsa,0
Need a work out buddy ,0
bicycle touring partner pueblo,0
Seeking lady partner for motorcycle rides Lapine,1
anyone into automation TUCSON W. PRINCE RD.,0
Snowbird needs travel companion Mesquite,0
Ellis county Hays,0
Are there any Packers fans down here? Biloxi,0
Casino buddy nw indiana or chicago,0
Hot tub soak Bozeman,0
Videography teacher Henderson,0
Looking to sell used women's clothing Foley,0
Friends and friends only!! Max Meadows,0
Looking for a workout partner Fayetteville area,0
Female friend for fishing ,1
Need a friend Chillicothe,0
Tourguide Biloxi,0
Polishing Knobs For Holiday Natchitoches,0
yoga partner ,0
Walking or workout Marion,0
Nubian Princess wanted for Stimulating Conversation Panama City,0
Mtn Biking Sedona,0
house cleaning girl mosspoint,1
PLANET FITNESS Skokie,0
Workout on the trace ,0
"Females wanted Smithfield street, New castle",1
Saturday night Night owl city of chicago,0
m 4 m ,1
Morning cold loveeee?? ,0
